nu   ,kernel  ,gamma ,percentile ,threshold               ,auc                  ,f1_score             ,accuracy           ,predictions_csv
0.05 ,rbf     ,auto  ,        96 ,0.0002942694976869478   ,0.9752582925502992   ,0.5659163987138264   ,0.9301603724780134 ,ckpt\oneclass_svm_predictions_p96_nu0.050_kernelrbf_gammaauto_20251219_002154.csv
0.05 ,rbf     ,0.001 ,        96 ,0.21054202708225508     ,0.9790994180463479   ,0.6415094339622641   ,0.9508535954474909 ,ckpt\oneclass_svm_predictions_p96_nu0.050_kernelrbf_gamma0.001_20251219_002154.csv
0.05 ,rbf     ,0.01  ,        96 ,1.028494814628869       ,0.9773928939178324   ,0.6367041198501873   ,0.9498189342990171 ,ckpt\oneclass_svm_predictions_p96_nu0.050_kernelrbf_gamma0.01_20251219_002154.csv
0.05 ,rbf     ,0.1   ,        96 ,0.05227210434891405     ,0.9739451366954751   ,0.5925925925925926   ,0.9374030005173306 ,ckpt\oneclass_svm_predictions_p96_nu0.050_kernelrbf_gamma0.1_20251219_002154.csv
0.05 ,rbf     ,1.0   ,        96 ,0.0002669761937935622   ,0.9801262249372346   ,0.2608695652173913   ,0.727366787377134  ,ckpt\oneclass_svm_predictions_p96_nu0.050_kernelrbf_gamma1.0_20251219_002154.csv
0.05 ,linear  ,N/A   ,        96 ,0.00022057326101003013  ,0.2617750164867585   ,0.07692307692307693  ,0.9130884635281945 ,ckpt\oneclass_svm_predictions_p96_nu0.050_kernellinear_gammascale_20251219_002154.csv
0.05 ,poly    ,N/A   ,        96 ,9.958772590066275e-05   ,0.02861754191107564  ,0.010050251256281407 ,0.8980858768753234 ,ckpt\oneclass_svm_predictions_p96_nu0.050_kernelpoly_gammascale_20251219_002155.csv
0.05 ,sigmoid ,N/A   ,        96 ,0.568678538042871       ,0.8123286244837041   ,0.5412844036697247   ,0.9482669425763063 ,ckpt\oneclass_svm_predictions_p96_nu0.050_kernelsigmoid_gammascale_20251219_002155.csv
0.1  ,rbf     ,scale ,        96 ,2.915988330614641       ,0.9752409380676362   ,0.6308243727598566   ,0.9467149508535955 ,ckpt\oneclass_svm_predictions_p96_nu0.100_kernelrbf_gammascale_20251219_002155.csv
0.1  ,rbf     ,auto  ,        96 ,2.9159883480803974      ,0.9752409380676362   ,0.6308243727598566   ,0.9467149508535955 ,ckpt\oneclass_svm_predictions_p96_nu0.100_kernelrbf_gammaauto_20251219_002155.csv
0.1  ,rbf     ,0.001 ,        96 ,1.2192610210893173      ,0.9792498235627595   ,0.6296296296296297   ,0.9482669425763063 ,ckpt\oneclass_svm_predictions_p96_nu0.100_kernelrbf_gamma0.001_20251219_002155.csv
0.1  ,rbf     ,0.01  ,        96 ,7.947890188684233       ,0.9785672139113533   ,0.6415094339622641   ,0.9508535954474909 ,ckpt\oneclass_svm_predictions_p96_nu0.100_kernelrbf_gamma0.01_20251219_002155.csv
0.1  ,rbf     ,0.1   ,        96 ,5.527530073440318       ,0.9750268994481275   ,0.6591760299625468   ,0.9529229177444387 ,ckpt\oneclass_svm_predictions_p96_nu0.100_kernelrbf_gamma0.1_20251219_002155.csv
0.1  ,rbf     ,1.0   ,        96 ,0.0003211655758399702   ,0.9801030856270174   ,0.2608695652173913   ,0.727366787377134  ,ckpt\oneclass_svm_predictions_p96_nu0.100_kernelrbf_gamma1.0_20251219_002156.csv
0.1  ,linear  ,N/A   ,        96 ,0.00017934448527999065  ,0.6129776821352956   ,0.03015075376884422  ,0.900155199172271  ,ckpt\oneclass_svm_predictions_p96_nu0.100_kernellinear_gammascale_20251219_002156.csv
0.1  ,poly    ,N/A   ,        96 ,9.886975966782949e-05   ,0.027182904677611554 ,0.010526315789473684 ,0.9027418520434558 ,ckpt\oneclass_svm_predictions_p96_nu0.100_kernelpoly_gammascale_20251219_002156.csv
0.1  ,sigmoid ,N/A   ,        96 ,3.916949855995185       ,0.8295558409403816   ,0.6063348416289592   ,0.9549922400413865 ,ckpt\oneclass_svm_predictions_p96_nu0.100_kernelsigmoid_gammascale_20251219_002156.csv
0.15 ,rbf     ,scale ,        96 ,11.081688870789911      ,0.9754318373769278   ,0.654275092936803    ,0.9518882565959649 ,ckpt\oneclass_svm_predictions_p96_nu0.150_kernelrbf_gammascale_20251219_002156.csv
0.15 ,rbf     ,auto  ,        96 ,11.081688947282997      ,0.9754318373769278   ,0.654275092936803    ,0.9518882565959649 ,ckpt\oneclass_svm_predictions_p96_nu0.150_kernelrbf_gammaauto_20251219_002156.csv
0.15 ,rbf     ,0.001 ,        96 ,2.857199705993524       ,0.9782895421887473   ,0.648854961832061    ,0.9524055871702017 ,ckpt\oneclass_svm_predictions_p96_nu0.150_kernelrbf_gamma0.001_20251219_002157.csv
0.15 ,rbf     ,0.01  ,        96 ,20.38276274468655       ,0.9778151863292953   ,0.648854961832061    ,0.9524055871702017 ,ckpt\oneclass_svm_predictions_p96_nu0.150_kernelrbf_gamma0.01_20251219_002157.csv
0.15 ,rbf     ,0.1   ,        96 ,18.48086346283307       ,0.9763169159927343   ,0.6566037735849056   ,0.9529229177444387 ,ckpt\oneclass_svm_predictions_p96_nu0.150_kernelrbf_gamma0.1_20251219_002157.csv
0.15 ,rbf     ,1.0   ,        96 ,0.3437984825392752      ,0.980253491143429    ,0.39826839826839827  ,0.8561821003621314 ,ckpt\oneclass_svm_predictions_p96_nu0.150_kernelrbf_gamma1.0_20251219_002157.csv
0.15 ,linear  ,N/A   ,        96 ,2.0221361172899932e-05  ,0.7157451436372682   ,0.2708333333333333   ,0.9275737196068288 ,ckpt\oneclass_svm_predictions_p96_nu0.150_kernellinear_gammascale_20251219_002157.csv
0.15 ,poly    ,N/A   ,        96 ,0.00011910978099802266  ,0.028183679844503838 ,0.00975609756097561  ,0.8949818934299018 ,ckpt\oneclass_svm_predictions_p96_nu0.150_kernelpoly_gammascale_20251219_002158.csv
0.15 ,sigmoid ,N/A   ,        96 ,13.311443541229346      ,0.8414725857022203   ,0.5826086956521739   ,0.950336264873254  ,ckpt\oneclass_svm_predictions_p96_nu0.150_kernelsigmoid_gammascale_20251219_002158.csv
0.2  ,rbf     ,scale ,        96 ,25.33329549287019       ,0.9758888387537169   ,0.6566037735849056   ,0.9529229177444387 ,ckpt\oneclass_svm_predictions_p96_nu0.200_kernelrbf_gammascale_20251219_002158.csv
0.2  ,rbf     ,auto  ,        96 ,25.333295571606545      ,0.9758888387537169   ,0.6566037735849056   ,0.9529229177444387 ,ckpt\oneclass_svm_predictions_p96_nu0.200_kernelrbf_gammaauto_20251219_002158.csv
0.2  ,rbf     ,0.001 ,        96 ,4.795237615121526       ,0.9779887311559241   ,0.6538461538461539   ,0.9534402483186757 ,ckpt\oneclass_svm_predictions_p96_nu0.200_kernelrbf_gamma0.001_20251219_002158.csv
0.2  ,rbf     ,0.01  ,        96 ,34.62092091701208       ,0.9776300718475583   ,0.6461538461538462   ,0.9524055871702017 ,ckpt\oneclass_svm_predictions_p96_nu0.200_kernelrbf_gamma0.01_20251219_002158.csv
0.2  ,rbf     ,0.1   ,        96 ,39.50167893231258       ,0.9762822070274085   ,0.6564885496183206   ,0.9534402483186757 ,ckpt\oneclass_svm_predictions_p96_nu0.200_kernelrbf_gamma0.1_20251219_002159.csv
0.2  ,rbf     ,1.0   ,        96 ,1.293163972993365       ,0.9803981118322862   ,0.5096952908587258   ,0.9084324883600621 ,ckpt\oneclass_svm_predictions_p96_nu0.200_kernelrbf_gamma1.0_20251219_002159.csv
0.2  ,linear  ,N/A   ,        96 ,7.990222413038458e-05   ,0.9775028056413638   ,0.6041666666666666   ,0.9410243145369891 ,ckpt\oneclass_svm_predictions_p96_nu0.200_kernellinear_gammascale_20251219_002159.csv
0.2  ,poly    ,N/A   ,        96 ,0.00017258340647676351  ,0.028796871565258647 ,0.00909090909090909  ,0.8872219348163477 ,ckpt\oneclass_svm_predictions_p96_nu0.200_kernelpoly_gammascale_20251219_002200.csv
0.2  ,sigmoid ,N/A   ,        96 ,21.59462203371931       ,0.8326217995441556   ,0.5701754385964912   ,0.9493016037247801 ,ckpt\oneclass_svm_predictions_p96_nu0.200_kernelsigmoid_gammascale_20251219_002200.csv
0.25 ,rbf     ,scale ,        96 ,44.540578810271796      ,0.9759119780639339   ,0.6641509433962264   ,0.9539575788929125 ,ckpt\oneclass_svm_predictions_p96_nu0.250_kernelrbf_gammascale_20251219_002200.csv
0.25 ,rbf     ,auto  ,        96 ,44.5405789508233        ,0.9759119780639339   ,0.6641509433962264   ,0.9539575788929125 ,ckpt\oneclass_svm_predictions_p96_nu0.250_kernelrbf_gammaauto_20251219_002200.csv
0.25 ,rbf     ,0.001 ,        96 ,6.876739806529263       ,0.9775953628822326   ,0.6511627906976745   ,0.9534402483186757 ,ckpt\oneclass_svm_predictions_p96_nu0.250_kernelrbf_gamma0.001_20251219_002200.csv
0.25 ,rbf     ,0.01  ,        96 ,51.75467131639627       ,0.9769937408165862   ,0.65625              ,0.9544749094671495 ,ckpt\oneclass_svm_predictions_p96_nu0.250_kernelrbf_gamma0.01_20251219_002200.csv
0.25 ,rbf     ,0.1   ,        96 ,68.38344681777257       ,0.9763747642682772   ,0.6666666666666666   ,0.9555095706156234 ,ckpt\oneclass_svm_predictions_p96_nu0.250_kernelrbf_gamma0.1_20251219_002201.csv
0.25 ,rbf     ,1.0   ,        96 ,2.964396757664352       ,0.9801030856270174   ,0.5481927710843374   ,0.9224004138644594 ,ckpt\oneclass_svm_predictions_p96_nu0.250_kernelrbf_gamma1.0_20251219_002201.csv
0.25 ,linear  ,N/A   ,        96 ,0.00010016906678537127  ,0.9773003366769637   ,0.582089552238806    ,0.942058975685463  ,ckpt\oneclass_svm_predictions_p96_nu0.250_kernellinear_gammascale_20251219_002201.csv
0.25 ,poly    ,N/A   ,        96 ,0.00018847648313315471  ,0.0291266067358532   ,0.00851063829787234  ,0.8794619762027935 ,ckpt\oneclass_svm_predictions_p96_nu0.250_kernelpoly_gammascale_20251219_002202.csv
0.25 ,sigmoid ,N/A   ,        96 ,35.23017239874444       ,0.8345770712575058   ,0.5663716814159292   ,0.9493016037247801 ,ckpt\oneclass_svm_predictions_p96_nu0.250_kernelsigmoid_gammascale_20251219_002202.csv
0.3  ,rbf     ,scale ,        96 ,70.91121073463005       ,0.9756400911688823   ,0.6589147286821705   ,0.9544749094671495 ,ckpt\oneclass_svm_predictions_p96_nu0.300_kernelrbf_gammascale_20251219_002202.csv
0.3  ,rbf     ,auto  ,        96 ,70.91121091167528       ,0.9756400911688823   ,0.6589147286821705   ,0.9544749094671495 ,ckpt\oneclass_svm_predictions_p96_nu0.300_kernelrbf_gammaauto_20251219_002202.csv
0.3  ,rbf     ,0.001 ,        96 ,8.861991983012896       ,0.9770053104716949   ,0.6511627906976745   ,0.9534402483186757 ,ckpt\oneclass_svm_predictions_p96_nu0.300_kernelrbf_gamma0.001_20251219_002202.csv
0.3  ,rbf     ,0.01  ,        96 ,68.03874195209471       ,0.976629296680666    ,0.6536964980544747   ,0.9539575788929125 ,ckpt\oneclass_svm_predictions_p96_nu0.300_kernelrbf_gamma0.01_20251219_002203.csv
0.3  ,rbf     ,0.1   ,        96 ,103.24422135229486      ,0.975911978063934    ,0.6590038314176245   ,0.9539575788929125 ,ckpt\oneclass_svm_predictions_p96_nu0.300_kernelrbf_gamma0.1_20251219_002203.csv
0.3  ,rbf     ,1.0   ,        96 ,5.235753260935204       ,0.97971550218088     ,0.5590062111801242   ,0.9265390584583549 ,ckpt\oneclass_svm_predictions_p96_nu0.300_kernelrbf_gamma1.0_20251219_002203.csv
0.3  ,linear  ,N/A   ,        96 ,0.00019018090291936915  ,0.9560989436904885   ,0.5617977528089888   ,0.9394723228142783 ,ckpt\oneclass_svm_predictions_p96_nu0.300_kernellinear_gammascale_20251219_002203.csv
0.3  ,poly    ,N/A   ,        96 ,0.0002341705753113615   ,0.02864646604884708  ,0.008849557522123894 ,0.884117951370926  ,ckpt\oneclass_svm_predictions_p96_nu0.300_kernelpoly_gammascale_20251219_002204.csv
0.3  ,sigmoid ,N/A   ,        96 ,44.47574289303963       ,0.833246560920019    ,0.56                 ,0.9487842731505431 ,ckpt\oneclass_svm_predictions_p96_nu0.300_kernelsigmoid_gammascale_20251219_002204.csv
